Title;Short Intro;Category;Sub-Category;Course Type;Language;Skills;Rating;Duration;Site;Program Type;Courses;Prequisites;Topics related to CRM;ExpertTracks;FAQs;Weekly study;Premium course
The Data Scientistâ€™s Toolbox;In this course you will get an introduction to the main tools and ideas in the data scientist's toolbox. The course gives an overview of the data, questions, and tools that data analysts and data scientists work with. There are two components to this course. The first is a conceptual introduction to the ideas behind turning data into actionable knowledge. The second is a practical introduction to the tools that will be used in the program like version control, markdown, git, GitHub, R, and RStudio.;Data Science;Data Analysis;Course;English;Data Science,Github,R Programming,Rstudio,;4,6;Approx. 18 hours to complete;Coursera;;;;;;;;
3D Printing Capstone;The capstone will integrate the learning acquired from the four courses in the 3D Printing Specialization through a hands-on project. This project will enable you to turn an idea into an object using the knowledge and skills acquired through the other courses. Specifically, you will be guided through a step-by-step process in which you imagine, design, make, and share a 3D printed object. Thus, through this capstone, you will be able to put course concepts into action and utilize the skills that you have acquired throughout the Specialization. In addition, you will be able to obtain an actual 3D print of the object you design at a discounted price through our corporate partners, 3D Hubs and Shapeways.;Business;Entrepreneurship;Course;English;;4,4;Approx. 5 hours to complete;Coursera;;;;;;;;
Superbosses: Managing Talent & Leadership;How can a company thrive for the long term? It always comes down to people: finding talented people, retaining those people, and doing it continuously. In this course, Professor Sydney Finkelstein will teach participants how to support and leverage their biggest asset, the people around them. By learning to find world-class talent and help them move forward in their career, you will learn to build success for your organization and yourself. Using examples like the NFLâ€™s Bill Walsh, the Slow Food Movementâ€™s Alice Waters, and fashionâ€™s Ralph Lauren, Professor Finkelstein shows that superbosses can be found across industries and up and down the org chartâ€”and teaches us to find the superboss within.;Business;Leadership and Management;Course;English;People Development,Influencing,Leadership And Management,Leadership Development,Growth Strategies,;4,9;Approx. 17 hours to complete;Coursera;;;;;;;;
Python Project for AI & Application Development;This mini course is intended to apply basic Python skills for developing Artificial Intelligence (AI) enabled applications. In this hands-on project you will assume the role of a developer and perform tasks including:;Computer Science;Software Development;Course;English;Artificial Intelligence (AI),Web Application,Python Programming,Application development,Flask,;4,3;Approx. 7 hours to complete;Coursera;;;;;;;;
Creativity Toolkit I: Changing Perspectives;Thinking and doing the same things faster and better is not enough for innovation;;;;;;;;Coursera;;;;;;;;
Network Security;Welcome to course 4 of 5 of this Specialization, Network Security.;Information Technology;Security;Course;English;Cyberattacks,Network Security,Threat,;4,8;Approx. 8 hours to complete;Coursera;;;;;;;;
Design Principles: an Introduction;What makes an interface intuitive? How can I tell whether one design works better than another? This course will teach you fundamental principles of design and how to effectively evaluate your work with users. You'll learn fundamental principles of visual design so that you can effectively organize and present information with your interfaces. You'll learn principles of perception and cognition that inform effective interaction design. And you'll learn how to perform and analyze controlled experiments online. In many cases, we'll use Web design as the anchoring domain. A lot of the examples will come from the Web, and we'll talk just a bit about Web technologies in particular. When we do so, it will be to support the main goal of this course, which is helping you build human-centered design skills, so that you have the principles and methods to create excellent interfaces with any technology.;Computer Science;Design and Product;Course;English;A/B Testing,User Experience (UX),User Experience Design (UXD),User Interface,;4,6;Approx. 12 hours to complete;Coursera;;;;;;;;
Corporate Finance Essentials II;This course picks up where Corporate Finance Essentials left, addressing other corporate;Business;Finance;Course;English;Bonds,Corporate Finance,Dividend Policy,Stocks,Market Efficiency,;4,8;Approx. 7 hours to complete;Coursera;;;;;;;;
What is Social?;"The â€œWhat Is Social?"" MOOC is for business owners, executives, and marketing professionals who want to significantly improve their abilities to grow their social strategy using effective, proven methodologies. This hands on, ""how to"" program wonâ€™t just tell you how to grow your professional persona using social â€“ you will actually do it! This course is the first in the six-course specialization, Social Media Marketing: How to Profit in a Digital World.";Business;Marketing;Course;English;Social Marketing,Social Network,Social Media Marketing,Social Media,;4,6;Approx. 7 hours to complete;Coursera;;;;;;;;
Digital Marketing Analytics in Practice;Successfully marketing brands today requires a well-balanced blend of art and science. This course introduces students to the science of web analytics while casting a keen eye toward the artful use of numbers found in the digital space. The goal is to provide the foundation needed to apply data analytics to real-world challenges marketers confront daily. Digital Analytics for Marketing Professionals: Marketing Analytics in Practice is the second in a two-part series of complementary courses and focuses on the skills and practical abilities analysts need to be successful in today's digital business world.;Data Science;Data Analysis;Course;English;Analytics,Digital Marketing,Marketing Analytics,Marketing Performance,;4,5;Approx. 20 hours to complete;Coursera;;;;;;;;
Accounting Data Analytics with Python;This course focuses on developing Python skills for assembling business data. It will cover some of the same material from Introduction to Accounting Data Analytics and Visualization, but in a more general purpose programming environment (Jupyter Notebook for Python), rather than in Excel and the Visual Basic Editor. These concepts are taught within the context of one or more accounting data domains (e.g., financial statement data from EDGAR, stock data, loan data, point-of-sale data).;Data Science;Data Analysis;Course;English;Python Programming,Data Visualization (DataViz),Linear Regression,SQL,Data Preparation,;4,3;Approx. 41 hours to complete;Coursera;;;;;;;;
Vector Calculus for Engineers;This course covers both the theoretical foundations and practical applications of Vector Calculus. During the first week, students will learn about scalar and vector fields. In the second week, they will differentiate fields. The third week focuses on multidimensional integration and curvilinear coordinate systems. Line and surface integrals are covered in the fourth week, while the fifth week explores the fundamental theorems of vector calculus, including the gradient theorem, the divergence theorem, and Stokes' theorem. These theorems are essential for subjects in engineering such as Electromagnetism and Fluid Mechanics.;Math and Logic;Math and Logic;Course;English;;4,8;Approx. 29 hours to complete;Coursera;;;;;;;;
Control Flow in RPA;"The Control Flow in RPA course provides a deep understanding of the automation flow. Control Flow is a concept that refers to the order in which actions are executed and ""control"" flows in an automation project with the help of sequences, decision making, loops, and flowcharts. This course also focuses on the error handling mechanism which is vital for an automation project.";Computer Science;Software Development;Course;English;Error Handling Approach & Activities,Control Flow Activities,Loops in Studio,Sequences,Flowcharts and Decision Making,;4,8;Approx. 10 hours to complete;Coursera;;;;;;;;
Cloud Machine Learning Engineering and MLOps;Welcome to the fourth course in the Building Cloud Computing Solutions at Scale Specialization! In this course, you will build upon the Cloud computing and data engineering concepts introduced in the first three courses to apply Machine Learning Engineering to real-world projects. First, you will develop Machine Learning Engineering applications and use software development best practices to create Machine Learning Engineering applications. Then, you will learn to use AutoML to solve problems more efficiently than traditional machine learning approaches alone. Finally, you will dive into emerging topics in Machine Learning including MLOps, Edge Machine Learning and AI APIs.;Information Technology;Cloud Computing;Course;English;;4,5;Approx. 12 hours to complete;Coursera;;;;;;;;
Data Visualization Capstone;Data visualization is a critical skill for anyone that routinely using quantitative data in his or her work - which is to say that data visualization is a tool that almost every worker needs today. One of the critical tools for data visualization today is the R statistical programming language. Especially in conjunction with the tidyverse software packages, R has become an extremely powerful and flexible platform for making figures, tables, and reproducible reports. However, R can be intimidating for first time users, and there are so many resources online that it can be difficult to sort through without guidance.;Data Science;Data Analysis;Course;English;;5;Approx. 21 hours to complete;Coursera;;;;;;;;
Human-Centered Design: an Introduction;In this course, you will learn how to design technologies that bring people joy, rather than frustration. You'll learn several techniques for rapidly prototyping (such as Wizard of Oz Prototyping) and evaluating multiple interface alternatives -- and why rapid prototyping and comparative evaluation are essential to excellent interaction design. You'll learn how to conduct fieldwork with people to help you get design ideas. How to make paper prototypes and low-fidelity mock-ups that are interactive -- and how to use these designs to get feedback from other stakeholders like your teammates, clients, and users. Armed with these design-thinking strategies, youâ€™ll be able to do more creative human-centered design in any domain.;Computer Science;Design and Product;Course;English;Rapid Prototyping,Storyboarding,Heuristic Evaluation,Paper Prototyping,;4,7;Approx. 14 hours to complete;Coursera;;;;;;;;
Introduction to Biology: Biodiversity;In this course we will examine the incredible variety of life that inhabits this planet including microorganisms, plants, and animals. For each of the major groups weâ€™ll learn about their characteristics, functions, and how they came into existence as well as some of the roles they play in the natural world, and how theyâ€™re relevant to people. Weâ€™ll also take a close look at us humans and consider what we know about our origins and what might become of us in the future.;Physical Science and Engineering;Environmental Science and Sustainability;Course;English;;;Approx. 22 hours to complete;Coursera;;;;;;;;
Foundations of Diversity, Equity, and Inclusion;In this course, you will explore questions such as: Who is represented in your workplace, and who is not? Who doesnâ€™t feel heard, and why not? Are we treating one another equitably? What history has led us here? What has brought all of these issues to the forefront of society today? You will analyze the complex, multifaceted concept of justice and its role in determining societyâ€™s ability to be diverse, equitable, and inclusive. You will explore concepts from different disciplines, including sociology, media, communications, history, and education. This course will equip you with solid foundational knowledge of diversity, equity, and inclusion that can provide a useful framework for application in professional contexts.;Business;Business Essentials;Course;English;Emotional Intelligence,Social Justice,Business Psychology,Cross-Cultural Communication,Critical Thinking,;;Approx. 11 hours to complete;Coursera;;;;;;;;
Structure: Building the Frame for Business Growth;Just like when building a house the foundation for your business provides the framework for success. A business built on weak structure will struggle to succeed. We'll address some of the most pressing issues that you as a business owner must face while constructing the proper framework for your business.;Business;Entrepreneurship;Course;English;;4,8;Approx. 9 hours to complete;Coursera;;;;;;;;
Digital Fashion Reality;Digital Fashion Reality is a collaboration between Parsons School of Design at The New School and The Digital Fashion Group Academy.;Business;Business Strategy;Course;English;Metaverse,Blockchain,Fashion Avatar Creation,Digitalization in Fashion,Phygitalization (Combining Physical + Digital),;4,5;Approx. 17 hours to complete;Coursera;;;;;;;;
Shortest Paths Revisited, NP-Complete Problems and What To Do About Them;The primary topics in this part of the specialization are: shortest paths (Bellman-Ford, Floyd-Warshall, Johnson), NP-completeness and what it means for the algorithm designer, and strategies for coping with computationally intractable problems (analysis of heuristics, local search).;Computer Science;Algorithms;Course;English;Data Structure,Algorithms,Np-Completeness,Dynamic Programming,;4,8;Approx. 13 hours to complete;Coursera;;;;;;;;
Construction Cost Estimating and Cost Control;This course introduces the types of cost estimation from the conceptual design phase through the more detailed design phase of a construction project. In addition, the course highlights the importance of controlling costs and how to monitor project cash flow. Learners will work on a break-even analysis of construction tasks in a project. The course begins with Professor Odeh providing an overview of what will be covered. Next, learners explore the stages of design in a construction project. Professor Odeh then describes the types of cost estimates in a construction project, and the tools and methods used to create estimates.;Business;Business Strategy;Course;English;Cash Flow,Cost,Cost Control,Cost Estimate,;4,7;Approx. 19 hours to complete;Coursera;;;;;;;;
Sesenta aÃ±os de inteligencia artificial;En este curso, ofrecido por la UNAM, cubriremos el pasado, presente y futuro de la inteligencia artificial. TambiÃ©n mencionaremos los conceptos mÃ¡s importantes que serÃ¡n Ãºtiles en el resto del programa especializado. Discutiremos las implicaciones sociales, Ã©ticas y filosÃ³ficas de los desarrollos en inteligencia artificial.;Computer Science;Algorithms;Course;Spanish;;4,8;Approx. 5 hours to complete;Coursera;;;;;;;;
Securing Investment Returns in the Long Run;In this course, you will learn about the famous dichotomy between active and passive investing, how to appropriately measure and analyze investment performance and what the future trends in the investment management industry are.;Business;Finance;Course;English;Investment Management,Sustainability,Finance,Socially Responsible Investing,;4,8;Approx. 7 hours to complete;Coursera;;;;;;;;
Introduction to Networking and Storage;Designed for beginners, this course is for anyone new to networking and storage. Kickstart an IT Support role or network technician role, or enhance your base knowledge for system administration.;Information Technology;Networking;Course;English;Cloud Storage,Network Troubleshooting,Network Architecture,Networking Hardware,Wireless Networks,;4,7;Approx. 12 hours to complete;Coursera;;;;;;;;
Supply Market Analysis;In this course you will learn some tools to evaluate supply markets from a  Strategic  level  (e.g. Macro) (PESTLE) to Tactical level (e.g. Industry)  (Supply Market Segmentation, Five Forces, Supply Chain Mapping) to Operational Level (Supplier)  (Informational Sources,  SWOT, Financial Analysis);Business;Leadership and Management;Course;English;;4,8;Approx. 5 hours to complete;Coursera;;;;;;;;
Clinical Trials Analysis, Monitoring, and Presentation;In this course, youâ€™ll learn more advanced operational skills that you and your team need to run a successful clinical trial. Youâ€™ll learn about the computation of sample size and how to develop a sample size calculation thatâ€™s suitable for your trial design and outcome measures. Youâ€™ll also learn to use statistical methods to monitor your trial for safety, integrity, and efficacy. Next, youâ€™ll learn how to report the results from your clinical trials through both journal articles and data monitoring reports. Finally, weâ€™ll discuss the role of the analyst throughout the trial process, plus  a few additional topics such as simulations and adaptive designs.;Health;Public Health;Course;English;Data Analysis,Communication,Sample Size Determination,Monitoring,Research Methods,;4,7;Approx. 4 hours to complete;Coursera;;;;;;;;
Corporate Finance I: Measuring and Promoting Value Creation;In this course you will learn how to use key finance principles to understand and measure business success and to identify and promote true value creation. You will learn how to use accounting information to form key financial ratios to measure a companyâ€™s financial health and to manage a company's short-term and long-term liquidity needs.  You will also learn how to use valuation techniques to make sound business investment and acquisition decisions. Finally, you will learn how to incorporate risk and uncertainty into investment decisions and how to evaluate the performance of existing investments.;Business;Finance;Course;English;Corporate Finance,Project,Finance,Mergers And Acquisitions (M&A),;4,7;Approx. 23 hours to complete;Coursera;;;;;;;;
DevOps on AWS: Code, Build, and Test;DevOps is the combination of cultural philosophies, practices, and tools that increases an organizationâ€™s ability to deliver applications and services at high velocity: evolving and improving products at a faster pace than organizations using traditional software development and infrastructure management processes. This speed enables organizations to better serve their customers and compete more effectively in the market.;Computer Science;Software Development;Course;English;Devops,Test Automation,AWS cloud,;4,6;Approx. 3 hours to complete;Coursera;;;;;;;;
Cluster Analysis in Data Mining;Discover the basic concepts of cluster analysis, and then study a set of typical clustering methodologies, algorithms, and applications. This includes partitioning methods such as k-means, hierarchical methods such as BIRCH, and density-based methods such as DBSCAN/OPTICS. Moreover, learn methods for clustering validation and evaluation of clustering quality. Finally, see examples of cluster analysis in applications.;Data Science;Data Analysis;Course;English;Cluster Analysis,Data Clustering Algorithms,K-Means Clustering,Hierarchical Clustering,;4,5;Approx. 16 hours to complete;Coursera;;;;;;;;
Entrepreneurship 3: Growth Strategies;Start-ups are designed to grow quickly, but successful start-ups grow smart. This course is designed to provide you with an understanding of the essential elements of successful scaling, including an overview of demand generation, customer acquisition, adoption, diffusion and forecasting demand. Youâ€™ll also learn how to market effectively using best practices of digital marketing, social media, PR, SEO, and pricing. Finally, youâ€™ll cover the nuts and bolts of building a sales process, partnerships and supply relationships, and examine the crucial components of attracting, developing and retaining talent. By the end of this course, youâ€™ll have an outline of an expansion strategy for your idea or enterprise, and also be ready for Entrepreneurship 4: Financing and Profitability;Business;Entrepreneurship;Course;English;Strategic Management,Growth Strategies,Marketing,Entrepreneurship,;4,8;Approx. 8 hours to complete;Coursera;;;;;;;;
Mediation and Conflict Resolution;Mediation is a crucial means to reaching peaceful and agreed solutions in todayâ€™s world â€“ on an international, political, industrial, peace-keeping or social level.;Business;Leadership and Management;Course;English;;4,7;Approx. 14 hours to complete;Coursera;;;;;;;;
Writing and Editing: Revising;This fourth and final course in the â€œGood with Words: Writing and Editingâ€ series will help you master perhaps the most important step in the writing process: revising. Youâ€™ll learn about the difference between editing and proofreading. Youâ€™ll practice â€œun-numbing the numbersâ€ so that data and statistics you use are clear and compelling. And youâ€™ll be introduced to a framework for giving and receiving feedback that helpfully systematizes what should be cut and what should be kept from each draft.;Personal Development;Personal Development;Course;English;Persuasion,Creativity,Writing,Time management,Editing,;4,8;Approx. 13 hours to complete;Coursera;;;;;;;;
Game Design and Development 5: Capstone Project;In the game design and development capstone course, you will create an original game from initial concept up to the first playable version! Along the way, you will have the opportunity to put your game ideas in front of your peers. The capstone experience gives you the opportunity to push your skills further and demonstrate your newfound skills as a game developer. The capstone also contains guest talks from game industry professionals at Riot Games, Blizzard Entertainment, Insomniac Games, Gearbox Entertainment, Iron Galaxy, Deep Silver Volition, Goodgame Studios, Stardock, GREE, Heart Shaped Games, and more.;Computer Science;Software Development;Course;English;Video Game Development,Unity,Game Design,technology,Game Making,;4,8;Approx. 17 hours to complete;Coursera;;;;;;;;
Introduction to Data Analysis Using Excel;The use of Excel is widespread in the industry. It is a very powerful data analysis tool and almost all big and small businesses use Excel in their day to day functioning. This is an introductory course in the use of Excel and is designed to give you a working knowledge of Excel with the aim of getting to use it for more advance topics in Business Statistics later. The course is designed keeping in mind two kinds of learners -  those who have very little functional knowledge of Excel and those who use Excel regularly but at a peripheral level and wish to enhance their skills. The course takes you from basic operations such as reading data into excel using various data formats, organizing and manipulating data, to some of the more advanced functionality of Excel. All along, Excel functionality is introduced using easy to understand examples which are demonstrated in a way that learners can become comfortable in understanding and applying them.;Data Science;Data Analysis;Course;English;Lookup Table,Data Analysis,Microsoft Excel,Pivot Table,;4,7;Approx. 24 hours to complete;Coursera;;;;;;;;
Build Your Professional ePortfolio in English;Roughly half of the worldâ€™s population is already online and so setting yourself apart from the crowd is more important than ever before.  One of the best ways to do that is by creating your own ePortfolio.  An ePortfolio is a site that showcases or shows your background, your resume, and samples of your work.  In this course, you will learn step by step how to build the site and youâ€™ll learn the grammar, vocabulary and writing skills needed to create it.  You will learn how to apply information from your ePortfolio to other online tools like LinkedIn, Twitter, Instagram and YouTube in order to network with others so that you get a job or connect with other professionals.  For each step in that process, you will listen to lectures, take comprehension quizzes, and learn how to use English appropriately to each part of your site.  You will also complete self and peer assessments and gain the needed skills to make your ePortfolio a reality and establish yourself online.;Language Learning;Learning English;Course;English;;4,7;Approx. 13 hours to complete;Coursera;;;;;;;;
Prediction and Control with Function Approximation;In this course, you will learn how to solve problems with large, high-dimensional, and potentially infinite state spaces. You will see that estimating value functions can be cast as a supervised learning problem---function approximation---allowing you to build agents that carefully balance generalization and discrimination in order to maximize reward. We will begin this journey by investigating how our policy evaluation or prediction methods like Monte Carlo and TD can be extended to the function approximation setting. You will learn about feature construction techniques for RL, and representation learning via neural networks and backprop. We conclude this course with a deep-dive into policy gradient methods;;;;;;;;Coursera;;;;;;;;
Inferential and Predictive Statistics for Business;This course provides an analytical framework to help you evaluate key problems in a structured fashion and will equip you with tools to better manage the uncertainties that pervade and complicate business processes.  To this end, the course aims to cover statistical ideas that apply to managers by discussing two basic themes: first, is recognizing and describing variations present in everything around us, and then modeling and making decisions in the presence of these variations. The fundamental concepts studied in this course will reappear in many other classes and business settings. Our focus will be on interpreting the meaning of the results in a business and managerial setting.;Business;Business Essentials;Course;English;Statistical Inference,Statistical Analysis,Statistical Hypothesis Testing,;4,8;Approx. 19 hours to complete;Coursera;;;;;;;;
Six Sigma Tools for Define and Measure;This course is for you if you are looking to learn more about Six Sigma or refresh your knowledge of the basic components of Six Sigma and Lean. Six Sigma skills are widely sought by employers both nationally and internationally. These skills have been proven to help improve business processes and performance. This course will cover the Define phase and introduce you to the Measure phase of the DMAIC (Define, Measure, Analyze, Improve, and Control) process. You will learn about Six Sigma project development and implementation, you will become familiar with project management tools, you will be introduced to statistics and understand its significance to Six Sigma, and finally you will learn about data collection and its importance to an organization.;Business;Business Essentials;Course;English;;4,6;Approx. 8 hours to complete;Coursera;;;;;;;;
Genome Assembly Programming Challenge;In Spring 2011, thousands of people in Germany were hospitalized with a deadly disease that started as food poisoning with bloody diarrhea and often led to kidney failure. It was the beginning of the deadliest outbreak in recent history, caused by a mysterious bacterial strain that we will refer to as E. coli X. Soon, German officials linked the outbreak to a restaurant in LÃ¼beck, where nearly 20% of the patrons had developed bloody diarrhea in a single week. At this point, biologists knew that they were facing a previously unknown pathogen and that traditional methods would not suffice â€“ computational biologists would be needed to assemble and analyze the genome of the newly emerged pathogen.;Computer Science;Algorithms;Course;English;Data Structure,Algorithms,Algorithm Design,String (Computer Science),;4,5;Approx. 17 hours to complete;Coursera;;;;;;;;
The Business of Social;"In a 2014 study of CEOs and CMOs, IBM found 63% wanted social strategies which generate business metrics while only 20% of businesses worldwide actually have them. This means strategies which not only grow your companyâ€™s social footprint but link to your sales and marketing systems. With this critical linkage, your social and mobile strategies will provide you with the ability to engage consumers at a 1-to-1 level and measure your social investments in terms of costs, revenues, profits and ROI. In this fifth MOOC of the Social Marketing Specialization - ""The Business of Social"" - you will learn how to transform your organization's social marketing from an untracked investment to an integral part of your companyâ€™s marketing strategy. You will learn the legal considerations involved as well as proven performance metrics and management tactics for success.";Business;Marketing;Course;English;Social Marketing,Social Media Marketing,Social Media,A/B Testing,;4,7;Approx. 6 hours to complete;Coursera;;;;;;;;
Managing Big Data in Clusters and Cloud Storage;In this course, you'll learn how to manage big datasets, how to load them into clusters and cloud storage, and how to apply structure to the data so that you can run queries on it using distributed SQL engines like Apache Hive and Apache Impala. Youâ€™ll learn how to choose the right data types, storage systems, and file formats based on which tools youâ€™ll use and what performance you need.;Data Science;Data Analysis;Course;English;Data Management,Distributed File Systems,Cloud Storage,Big Data,SQL,;4,7;Approx. 20 hours to complete;Coursera;;;;;;;;
Sampling People, Networks and Records;Good data collection is built on good samples.  But the samples can be chosen in many ways.  Samples can be haphazard or convenient selections of persons, or records, or networks, or other units, but one questions the quality of such samples, especially what these selection methods mean for drawing good conclusions about a population after data collection and analysis is done.  Samples can be more carefully selected based on a researcherâ€™s judgment, but one then questions whether that judgment can be biased by personal factors.  Samples can also be draw in statistically rigorous and careful ways, using random selection and control methods to provide sound representation and cost control.  It is these last kinds of samples that will be discussed in this course.  We will examine simple random sampling that can be used for sampling persons or records, cluster sampling that can be used to sample groups of persons or records or networks, stratification which can be applied to simple random and cluster samples, systematic selection, and stratified multistage samples.  The course concludes with a brief overview of how to estimate and summarize the uncertainty of randomized sampling.;Health;Psychology;Course;English;;4,4;Approx. 25 hours to complete;Coursera;;;;;;;;
Advanced Competitive Strategy;Advanced Competitive Strategy will introduce new topics and modules with even more real world examples and opportunities for student interaction than in the previous course Competitive Strategy (https://www.coursera.org/learn/competitivestrategy).;Business;Business Strategy;Course;English;Pricing,Strategic Management,Marketing,Competitiveness,;4,7;Approx. 11 hours to complete;Coursera;;;;;;;;
Digital Thread: Implementation;"There are opportunities throughout the design process of any product to make significant changes, and ultimately impact the future of manufacturing, by embracing the digital thread. In this course, you will dig into the transformation taking place in how products are designed and manufactured throughout the world. It is the second of two courses that focuses on the ""digital thread"" â€“ the stream that starts at the creation of a product concept and continues to accumulate information and data throughout the product life cycle.";Physical Science and Engineering;Mechanical Engineering;Course;English;;4,7;Approx. 20 hours to complete;Coursera;;;;;;;;
Enterprise and Infrastructure Security;This course introduces a series of advanced and current topics in cyber security, many of which are especially relevant in modern enterprise and infrastructure settings. The basics of enterprise compliance frameworks are provided with introduction to NIST and PCI. Hybrid cloud architectures are shown to provide an opportunity to fix many of the security weaknesses in modern perimeter local area networks.;Computer Science;Computer Security and Networks;Course;English;;4,7;Approx. 14 hours to complete;Coursera;;;;;;;;
Guitar Chord Voicings: Playing Up The Neck;Many beginning guitarists have learned the basics of open and movable chord shapes, but want to further expand this chord knowledge. In this course youâ€™ll learn how to construct and play triads and basic 7th chords. Youâ€™ll start by creating major and minor triad inversions, and move on to power chords, drop-2 voicings, and learn how to substitute common chords to create a richer harmonic experience for listeners. Throughout the course, you will focus on the notes that chords are made up of, rather than the shape of individual chords. With this knowledge, you will be able to create inversions and different chord voicings up and down, and across the entire fretboard of the guitar, thus unlocking new ways of playing the guitar.;Arts and Humanities;Music and Art;Course;English;playing guitar,Music,Music notation,Guitar chords,Guitar,;4,7;Approx. 10 hours to complete;Coursera;;;;;;;;
Professional Selling: Step 2 - Prepare Like a High-Performer;Foundational Skills and Knowledge Required of High Performing Salespeople. This course takes the mystery out of prospecting and establishing needs. Learners will gain a clear understanding of the prospecting process and the fundamental skills required to build lasting, long-term, trusting relationships with customers. Participants in Course Two will gain skills in understanding their product's value, identifying good prospects, maximizing the sales funnel, improving conversion ratios, creating a strategic prospecting plan, understanding the WIFM, creating an effective elevator speech, overcoming call reluctance, and so much more.;Business;Marketing;Course;English;Utilize methods for talking with and engaging leads,Strategize to gain qualified leads and referrals,Establish needs and problems that needs solutions for a prospect,Differentiate the traits that make up a good prospect from those of a bad prospect,Track conversion ratios,;;Approx. 10 hours to complete;Coursera;;;;;;;;
Robotics: Capstone;In our 6 week Robotics Capstone, we will give you a chance to implement a solution for a real world problem based on the content you learnt from the courses  in your robotics specialization. It  will also give you a chance to use mathematical and programming methods that researchers use in robotics labs.;Physical Science and Engineering;Mechanical Engineering;Course;English;Python Programming,Robotics,Raspberry Pi,Matlab,;4,6;Approx. 26 hours to complete;Coursera;;;;;;;;
Planning: Principled, Proposing, Proofing, and Practicing to a Success Plan;According to Steven Blank a business startup, or any new venture startup is essentially a proto-type. Thus the startup process essentially becomes a learning process to refine that business proto-type into a scalable, replicable finished 'product'.;Business;Entrepreneurship;Course;English;;4,6;Approx. 22 hours to complete;Coursera;;;;;;;;
Project Valuation and the Capital Budgeting Process;This course describes the economic viability of an engineering project through the application of net present value, internal rate of return, and payback period analysis. The impacts of depreciation, taxes, inflation, and foreign exchange are addressed. The capital budgeting process is discussed, showing how companies make decisions to optimize their investment portfolio. Risk is mitigated through the application of quantitative techniques such as scenario analysis, sensitivity analysis, and real options analysis.;Business;Leadership and Management;Course;English;Project Valuation: NPV IRR and Payback Period,Creating a Compelling Project Business Case,Discounted Cash Flow Analysis,Project Selection Techniques,;5;Approx. 17 hours to complete;Coursera;;;;;;;;
Scrum Master Certification: Scaling Agile and the Team-of-Teams;Prior to starting this course, we recommend that you complete the first two courses in this specialization: Introduction to Scrum Master Training and Scrum Methodology.;Computer Science;Software Development;Course;English;;4,5;Approx. 5 hours to complete;Coursera;;;;;;;;
The fundamentals of hotel distribution;In todayâ€™s hotel sector an increasingly complex network of traditional and web based channels have to be managed to insure hotel success. Key questions include: how should you distribute over the web? What should you include on your brand.com website so people book through it?  How can you maximise the potential of online travel agents (OTAs)?  With the distribution environment both highly complex and constantly evolving, this course will give you comprehensive foundation of current industry practices to help jump start your career in this fascinating domain.;Business;Business Strategy;Course;English;Hospitality Management,Revenue Management,Hospitality Management Studies,Hotel Management,;4,7;Approx. 15 hours to complete;Coursera;;;;;;;;
Intercultural Communication and Conflict Resolution;Intercultural Communication and Conflict Resolution is a growing area of importance considering the pace and volume of global transactions.  The ease of global communication using technology, the abundance of cheaper transportation costs, and the frequency of businesses using cross-border talent is fostering millions of interactions a day between people of different cultures.  Examine how the process of communication can be further complicated during interactions between people of different cultures. The topics of stereotypes, generalizations, communication styles, communication strategies, and communication orientations will be explored.;Business;Business Essentials;Course;English;;4,5;Approx. 5 hours to complete;Coursera;;;;;;;;
Effective Communication Capstone Project;"In the Effective Communication Capstone learners apply the lessons of Business Writing, Graphic Design, and Successful Presentation to create a portfolio of work that represents their mastery of writing, design, and speaking and that expresses their personal brand. The portfolio includes three individual elementsâ€”a written memo, a slide deck, and a presentationâ€”integrated around a single topic. We provide the elements for a basic capstone, but we also invite our learners to create their own project if they so choose. This self-designed ""Challenge Capstone"" allows learners to engage meaningfully in their world by choosing a project relevant to their current job or by volunteering to write, design, and speak for a social organization of their choice.";Business;Business Essentials;Course;English;Communication Design,Presentation,Communication,Public Speaking,Business Writing,;4,7;Approx. 13 hours to complete;Coursera;;;;;;;;
Cybersecurity Capstone:  Breach Response Case Studies;This course gives you the background needed to gain Cybersecurity skills as part of the Cybersecurity Security Analyst Professional Certificate program.;Information Technology;Security;Course;English;security analyst,Cybersecurity,cyber attack,Computer Security Incident Management,Breach (Security Exploit),;4,8;Approx. 15 hours to complete;Coursera;;;;;;;;
Pixel Art for Video Games;This course is aimed to give you the tools and knowledge you need to start creating simple art for video games made in the Unity game engine. Through the aesthetic of pixel art we will explore artistic principals like shape language, color theory, and composition as well as show you a step by step workflow for creating assets that you can use to make your own games. The course is broken into 4 main modules, props, environments, characters, and animation. Each of these courses will have a series of video lessons alternating between artistic and technical skills culminating in a peer-reviewed project based assignment. The last module will challenge you to take the knowledge learned in the previous 4 and use it to create your own pixel art asset pack.;Arts and Humanities;Music and Art;Course;English;;4,5;Approx. 9 hours to complete;Coursera;;;;;;;;
